Observed,Trend,Seasonal,Residual
100707.0,100790.51000000001,-3.283151738006801,-80.2268482620025
100737.0,100793.41,-5.086049479806725,-51.32395052019677
100765.0,100795.91,-2.7827003379867623,-28.127299662016732
100817.0,100798.38,-2.0196603127626105,20.639660312757954
100849.0,100800.89000000001,-0.61136049243296,48.72136049241899
100870.0,100803.39,0.7700936903139695,65.83990630968661
100914.0,100805.89,1.5288633093025177,106.58113669069806
100897.0,100808.47,0.40152554574093324,88.1284744542579
100916.0,100811.06,2.709758251980214,102.23024174802211
100897.0,100813.42,2.4693332400941967,81.11066675990755
100919.0,100815.41999999998,2.795015610761874,100.78498438925442
100912.0,100817.98999999999,3.115261739816974,90.89473826019234
100929.0,100821.12,4.388662231288306,103.49133776871635
100911.0,100823.94,0.9566935952420392,86.10330640475563
100906.0,100826.92,1.4372752947682033,77.64272470523355
100908.0,100829.97000000002,2.0391992761732807,75.990800723811
100907.0,100832.88,3.2995125193220938,70.82048748067325
100890.0,100836.01000000002,0.76801368193451,53.22198631804162
100879.0,100839.12,1.561279945218161,38.318720054786496
100862.0,100842.17999999998,1.4027341279648522,18.417265872056685
100842.0,100845.33999999998,2.6627118006465818,-6.002711800628537
100852.0,100848.74999999999,0.6701391377558572,2.5798608622586947
100895.0,100852.04,0.38783493124059243,42.57216506876581
100862.0,100855.17000000001,1.6503629394907722,5.179637060496422
100842.0,100858.44000000002,1.4577902766011022,-17.897790276617982
100861.0,100861.81,2.98937868753592,-3.7993786875335918
100859.0,100864.97,1.6210488946785868,-7.591048894679751
100850.0,100867.64000000001,1.1092988963020993,-18.74929889631607
100840.0,100869.5,-0.3856517380063959,-29.114348261993605
100845.0,100870.57,0.1781996133442475,-25.748199613351233
100840.0,100871.59000000001,1.6238077214524345,-33.213807721463496
100850.0,100872.22,-0.3025436298988581,-21.917456370102308
100845.0,100872.57999999999,1.3767806944247347,-28.95678069441193
100836.0,100872.81999999999,-0.14909768395237727,-36.670902316040056
100820.0,100872.62999999998,-1.0880841704387731,-51.54191582953678
100801.0,100872.39,-1.3798409271979408,-70.01015907280147
100865.0,100872.03,-1.8398409271959864,-5.1901590728028495
100841.0,100871.42,-1.6344355217894404,-28.785564478208812
100839.0,100870.94000000002,-2.4730841704398276,-29.466915829577054
