seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff
5624,247673,40427,99298,-201.8917557778572,-637.9877353587549,28.0
5625,247689,40422,99325,-203.26487724511816,-609.1089915674675,16.0
5626,247705,40427,99327,-196.4211088291824,-604.1867649331689,16.0
5627,247728,40426,99327,-195.35851487204351,-601.4568447966117,23.0
5629,247777,40439,99336,-179.2047293215731,-586.3046469939975,29.0
5631,247808,40437,99364,-180.4399114397071,-552.0920449007216,11.0
5633,247859,40439,99384,-178.47414041378966,-526.7773444716477,31.0
5634,247875,40455,99395,-161.528467853211,-513.5509430717862,16.0
5635,247889,40456,99420,-159.47650998481575,-486.4736755813062,14.0
5637,247936,40466,99459,-147.43368349808384,-443.7048785950237,27.0
5639,247972,40477,99497,-134.41166168822966,-399.680985439506,16.0
5640,247988,40469,99465,-141.4230797283541,-427.873141227489,16.0
5641,248019,40469,99469,-136.82703422363707,-422.4918773528934,31.0
5642,248035,40470,99433,-132.89891362206117,-457.1939669929631,16.0
5643,248051,40467,99462,-133.97073827130433,-426.56742342270354,16.0
5645,248098,40471,99433,-129.01737720470078,-450.9934926331445,27.0
5647,248139,40465,99397,-136.19577173079918,-481.2926648080799,21.0
5648,248155,40447,99387,-156.72954253188027,-487.5797669623921,16.0
5649,248171,40442,99364,-162.1302275963555,-507.55470010016427,16.0
5650,248195,40451,99351,-151.93832429666324,-517.9646911936047,24.0
5651,248221,40433,99330,-166.91696390060594,-536.0528333002303,26.0
5653,248251,40432,99322,-162.60651741085212,-538.6178652066413,10.0
5655,248287,40428,99325,-160.98478899272962,-530.2959112617718,16.0
5656,248319,40433,99327,-154.4732788217597,-525.1882793556742,32.0
5658,248348,40428,99329,-156.3473777510238,-518.022944334025,9.0
5660,248396,40423,99319,-158.5945617965264,-521.8012284668068,28.0
5661,248420,40430,99302,-149.8997077454938,-535.5274971524827,24.0
5663,248456,40428,99290,-148.83317948397718,-540.9114994949688,16.0
5664,248472,40415,99278,-160.5361376558544,-549.3670879170376,16.0
5665,248499,40423,99269,-149.5619155470728,-555.0761497747741,27.0
5666,248522,40414,99268,-155.9404687129148,-553.5649488611781,23.0
5669,248578,40418,99293,-145.79081348873498,-521.5227448010313,16.0
5670,248594,40474,99298,-88.46640997431581,-513.9461670644562,16.0
5671,248618,40408,99287,-153.73066258823286,-522.0123755880467,24.0
5673,248660,40424,99305,-136.48172662560157,-498.0998256265341,22.0
5674,248675,40430,99312,-130.01686080753535,-488.7367678852871,15.0
5677,248742,40436,99300,-121.59490122618156,-494.2892109884415,27.0
5678,248760,40415,99297,-140.9395452342182,-495.04717859143767,18.0
5679,248777,40424,99312,-130.57803494710694,-476.9407246332872,17.0
5680,248804,40411,99289,-142.01765309459788,-496.9600309223384,27.0
5681,248820,40407,99268,-145.39122889598258,-515.0861218037325,16.0
5684,248877,40404,99268,-149.91329205404986,-506.2638966870282,17.0
5685,248894,40417,99246,-138.00120644340825,-525.2016679214761,17.0
5686,248910,40406,99241,-148.72479562323704,-527.3749365480235,16.0
5687,248926,40403,99249,-151.4215770042979,-516.6108894994996,16.0
5688,248961,40406,99243,-146.21291104090534,-521.0882416512552,35.0
5690,248992,40406,99256,-142.5775240143605,-504.0856132140485,11.0
5692,249029,40405,99225,-139.97618489847565,-530.3127175020492,17.0
5693,249060,40414,99231,-130.03601315078157,-520.9472867492386,31.0
5694,249069,40396,99192,-147.08009403953687,-556.9516095345773,9.0
5696,249107,40389,99202,-152.92381581025646,-540.4671741013572,18.0
5699,249180,40383,99163,-159.20239096935387,-570.181741550702,33.0
5700,249197,40389,99196,-153.50945234394297,-534.3738244481445,17.0
5701,249215,40383,99155,-158.65954134479497,-572.9130878385647,18.0
5702,249239,40379,99170,-162.1848319639156,-555.6659398742491,24.0
5703,249245,40383,99166,-157.04721899714784,-557.0448296063934,6.0
5707,249328,40388,99164,-145.43254183994023,-550.6428701171844,23.0
5708,249360,40381,99155,-153.6419331431165,-556.2531951112934,32.0
5709,249376,40369,99136,-165.42646081428978,-572.366243636829,16.0
5710,249391,40381,99151,-153.8974298382782,-553.6352224418275,15.0
5712,249436,40375,99151,-161.44072028455918,-545.981982840635,25.0
5714,249472,40368,99133,-168.58886476769092,-558.4143202870238,16.0
5715,249488,40372,99134,-164.450119609354,-554.7496707695512,16.0
5716,249520,40385,99162,-154.7116014935698,-524.5672680568235,32.0
5717,249543,40386,99207,-152.76593550606202,-478.377892109761,23.0
5720,249593,40439,99308,-97.3597466612701,-373.4932342848288,10.0
5722,249634,40425,99307,-109.32377735293122,-369.1812231522784,21.0
5723,249651,40437,99307,-96.11028861291102,-367.17914318239815,17.0
5724,249669,40435,99314,-97.62342192545364,-357.9642263067064,18.0
5725,249696,40430,99306,-102.79297441561398,-364.5493083916727,27.0
5726,249715,40425,99286,-107.44921308026524,-383.116825377724,19.0
5729,249778,40422,99262,-107.96353961582436,-402.6829389317828,23.0
5730,249794,40411,99255,-118.87137978048396,-407.711851740458,16.0
5731,249812,40402,99235,-126.24642886029622,-426.1334224999624,18.0
5732,249829,40395,99236,-133.13355320091495,-422.4921010873976,17.0
5733,249861,40408,99217,-121.618391821329,-438.0789908757562,32.0
5735,249889,40406,99222,-124.27126889479344,-427.6327997753475,8.0
5737,249935,40392,99221,-137.67803346170703,-424.55370478203895,26.0
5738,249951,40406,99205,-122.26565271432514,-439.0505560354798,16.0
5739,249967,40400,99216,-126.8643802594223,-426.14301077840537,16.0
5740,249984,40409,99216,-117.51414787205228,-423.8030495546504,17.0
5742,250033,40391,99188,-134.6106786967695,-446.8469403017367,29.0
5744,250069,40392,99200,-131.82831664872637,-430.32988073660135,16.0
5745,250100,40392,99199,-131.71498742120588,-428.5980843525927,31.0
5746,250116,40377,99192,-144.9981257738069,-433.4057855481743,16.0
5747,250143,40402,99189,-117.6590744608533,-434.94210462768285,27.0
5748,250162,40391,99181,-127.89107085241947,-440.72588132518354,19.0
5751,250220,40384,99159,-134.0009324692478,-455.2030659208528,18.0
5752,250236,40407,99166,-110.59927693298064,-446.4345363484449,16.0
5753,250252,40372,99150,-144.76390353240063,-459.979752576054,16.0
5754,250268,40357,99144,-160.3196736849471,-462.2681071830102,16.0
5755,250291,40368,99140,-148.43226765249287,-463.90760769693617,23.0
5756,250317,40363,99127,-152.22766040179872,-474.5444017577513,26.0
5758,250366,40365,99138,-146.50622924330932,-459.6807365110405,29.0
5759,250369,40378,99134,-132.56631344822247,-461.4180690217194,3.0
5761,250421,40365,99130,-140.71697317017748,-462.74319107816194,32.0
5762,250422,40381,99112,-123.91773821543396,-478.2997863142044,1.0
5766,250508,40360,99097,-141.4796809687403,-478.106783692395,26.0
5767,250539,40345,99102,-155.4198441358751,-470.3304988304114,31.0
5768,250555,40345,99106,-156.0439474523812,-464.79432736031606,16.0
5769,250571,40365,99144,-132.92257044383004,-427.52217987124754,16.0
5770,250594,40356,99158,-141.36422557859987,-412.1279398996994,23.0
5771,250617,40376,99177,-121.45536689803664,-391.29906189277744,23.0
5774,250675,40377,99252,-119.53950205689604,-310.6581963992664,18.0
5775,250696,40387,99244,-107.7184217715141,-316.4079005194722,21.0
5776,250712,40394,99248,-101.04370666045376,-310.0098615869085,16.0
5777,250729,40390,99234,-104.089311377556,-322.1834910570453,17.0
5778,250748,40391,99224,-102.0090295544507,-330.61037162146835,19.0
5780,250799,40371,99198,-120.11668935253708,-353.6366125274969,31.0
5781,250815,40385,99191,-105.77101306985136,-358.8875553431066,16.0
5782,250836,40378,99191,-112.34048018967076,-356.46295942372825,21.0
5783,250858,40378,99187,-112.14787694910584,-358.27839504293,22.0
5784,250875,40374,99189,-115.92062982363282,-354.43997333373693,17.0
5786,250910,40372,99164,-117.5443670121174,-376.0952201375652,15.0
5788,250962,40362,99170,-126.5104688877031,-366.2623719059381,32.0
5789,250983,40367,99148,-120.5438074539621,-386.2169947426891,21.0
5790,251000,40373,99154,-112.67939868958791,-378.739786611669,17.0
5791,251016,40366,99153,-117.72687536240824,-378.0219604619426,16.0
5792,251032,40364,99152,-118.68942304388,-376.827144042912,16.0
5793,251057,40362,99143,-119.94077461499504,-383.6602858252021,25.0
5795,251094,40347,99132,-134.03478591387304,-390.2946311708963,17.0
5796,251113,40343,99131,-138.43670921204674,-388.9272349387681,19.0
5797,251128,40351,99128,-129.55535032838722,-390.0518669378171,15.0
5799,251184,40351,99155,-128.2770061100912,-359.5434714882296,36.0
5801,251220,40356,99151,-121.57112535139268,-360.3631122053706,16.0
5802,251236,40351,99149,-126.066153792822,-360.26661350628694,16.0
5803,251254,40359,99143,-117.52028149599964,-364.0678842791108,18.0
5805,251291,40355,99134,-119.84555442397917,-369.0984590423259,17.0
5807,251329,40342,99128,-131.01247585049546,-371.5905764410828,18.0
5809,251384,40347,99124,-124.58416770546316,-371.785074870011,35.0
5811,251420,40335,99113,-135.79106951530625,-378.7082511847781,16.0
5812,251437,40338,99112,-131.50267912865664,-378.0702832975528,17.0
5813,251458,40332,99118,-136.2106878334278,-370.4702724870173,21.0
5816,251515,40323,99109,-144.29637773389334,-372.6456709350827,17.0
5817,251538,40336,99105,-129.79207863742232,-375.7961357717293,23.0
5818,251556,40338,99114,-126.56506820324748,-364.7365295271129,18.0
5819,251573,40325,99113,-139.169482934313,-363.8241119954753,17.0
5820,251590,40340,99098,-123.37801993351609,-377.3392034425078,17.0
5821,251608,40337,99120,-125.4990695118606,-353.1174617764456,18.0
5822,251619,40338,99112,-124.3398280962808,-359.089167286463,11.0
5824,251676,40334,99113,-126.71248533206814,-354.3976633004348,37.0
5825,251693,40338,99104,-121.42225798921471,-361.35500714695365,17.0
5826,251714,40333,99119,-125.87708837059031,-344.54951405579504,21.0
5827,251729,40326,99100,-132.33957956272246,-361.6933467969218,15.0
5829,251783,40322,99104,-134.93884442529662,-354.44872434882444,34.0
5831,251815,40323,99102,-132.6751787057704,-352.3874919049029,12.0
5834,251876,40324,99115,-130.49096476862758,-333.9914183013758,21.0
5835,251897,40313,99110,-140.4621045681275,-337.51050490173924,21.0
5836,251916,40322,99104,-130.05210104629833,-341.52012967288334,19.0
5837,251933,40328,99108,-123.09339731862497,-335.72150758811733,17.0
5839,251978,40335,99089,-114.52177933915644,-351.13280202246017,25.0
5842,252044,40324,99092,-123.87664087488888,-342.8386155807768,26.0
5843,252062,40320,99099,-127.51856758648232,-334.1938735531669,18.0
5844,252079,40332,99097,-114.9669406355396,-334.29465828265614,17.0
5845,252088,40322,99103,-124.23445843392506,-326.5470469623782,9.0
5847,252133,40324,99089,-120.41109431236488,-337.38722571384767,25.0
5850,252204,40321,99078,-121.54960109245184,-343.0553675479318,31.0
5851,252220,40312,99036,-130.02859233177054,-382.8050312886333,16.0
5852,252232,40317,99088,-124.07787591648552,-329.13204264748214,12.0
5854,252288,40302,99064,-137.88957084601168,-349.8090056683209,36.0
5856,252325,40310,99065,-128.82732648354926,-345.4992209606266,17.0
5857,252341,40297,99017,-140.4682432419512,-391.5115658075805,16.0
5858,252357,40303,99069,-133.42098063422944,-337.57990186932824,16.0
5859,252373,40299,99072,-136.4871397237708,-332.7424232356253,16.0
5860,252408,40302,99066,-132.34063143028573,-337.0861582190686,35.0
5861,252414,40302,99066,-131.52447988299716,-335.3742023670296,6.0
5865,252490,40300,99070,-131.38209575491743,-324.5290637658251,16.0
5866,252522,40282,99055,-148.6447247253696,-337.92123862502865,32.0
5867,252529,40293,99061,-136.89348072901484,-330.1226972976627,7.0
5869,252570,40314,99063,-114.45444188830275,-324.4391979002151,21.0
5872,252634,40292,99054,-133.96379434251986,-328.3992986430591,24.0
5873,252650,40301,99049,-124.48024408381214,-331.8438358709461,16.0
5874,252681,40284,99052,-140.95448895516265,-326.76323627904753,31.0
5875,252707,40303,99054,-120.57812074515982,-323.4818860214031,26.0
5876,252717,40292,99038,-130.97528964717333,-337.50144660015616,10.0
5878,252759,40285,99037,-136.2352099249612,-335.30307099100344,22.0
5879,252788,40296,99040,-124.76887341985164,-330.27973552523514,29.0
5880,252789,40294,99027,-126.0631176684877,-341.48722671612387,1.0
5882,252832,40285,99027,-132.95106215195491,-338.21524311332644,23.0
5883,252851,40276,99014,-141.3524265224639,-349.3255775724818,19.0
5886,252920,40281,99012,-134.7681617344458,-345.5832826150815,29.0
5887,252936,40284,99007,-130.2100745095315,-349.3704492053736,16.0
5888,252952,40282,99007,-130.65179494168888,-347.67934583839667,16.0
5891,253015,40270,98990,-141.42971301791795,-358.72363817618515,23.0
5895,253091,40266,98976,-142.48374407539524,-365.50592312807714,16.0
5896,253123,40268,98982,-139.0118438715883,-357.7751281941788,32.0
5897,253148,40266,98985,-140.82893510404134,-352.65198294489335,25.0
5898,253156,40265,98974,-141.24602927766455,-361.67718645966215,8.0
5901,253218,40265,98984,-138.20367266944612,-346.7099807333713,22.0
5903,253254,40266,98989,-135.04838272178233,-338.1702371644328,16.0
5904,253270,40256,98977,-144.60936771497893,-348.3707958053684,16.0
5905,253291,40259,98981,-141.3378101651115,-342.5394663436103,21.0
5907,253333,40257,98983,-142.76470957377128,-336.92041745876713,22.0
5909,253384,40257,98974,-141.01194541845598,-342.7291233502392,31.0
5910,253400,40254,98975,-142.98033757758165,-339.64805032710774,16.0
5911,253416,40258,98976,-138.26051283565505,-336.8042245926324,16.0
5912,253432,40254,98980,-141.33274151791596,-331.3396816600501,16.0
5913,253448,40249,98976,-145.54499815399714,-333.6475697883415,16.0
5915,253500,40262,98990,-132.71479401426916,-316.1722097745494,32.0
5917,253537,40271,98990,-123.65357666334774,-312.73608024995394,17.0
5918,253553,40257,99007,-136.68589222116364,-293.78487250931124,16.0
5919,253581,40262,99023,-130.30111431931832,-276.26012076897393,28.0
5921,253615,40273,99021,-116.37891575307393,-275.51810694633934,14.0
5925,253691,40274,99084,-110.19075940322584,-208.5524788715942,16.0
5926,253722,40287,99105,-95.72049486462508,-186.8409675762037,31.0
5927,253743,40273,99110,-109.52245703413512,-180.91038204559416,21.0
5929,253773,40287,99125,-96.33705548310353,-161.59283679932074,10.0
5932,253845,40295,99124,-86.77760507467427,-160.1144046044234,32.0
5933,253861,40282,99109,-99.1996110742384,-174.18827512156227,16.0
5934,253877,40297,99146,-83.69950704380425,-136.45177628610932,16.0
5935,253900,40291,99122,-94.00000710112556,-167.12243207520223,23.0
5935,253900,40291,99122,-89.16559139793583,-159.56742140853896,0.0
5936,253920,40296,99125,-83.65961434750177,-155.7038324477418,0.0
5937,253940,40284,99133,-95.09613712453032,-146.8844112482281,0.0
5938,253952,40313,99137,-65.78934890982475,-142.09400566455366,12.0
5940,254003,40300,99141,-79.03768238409103,-136.53363921404235,31.0
5941,254019,40302,99144,-76.79726197534859,-132.91091601237306,16.0
5942,254038,40302,99156,-75.95497336106605,-120.45815354978618,19.0
5944,254084,40315,99163,-61.944404750084885,-112.0396385262443,26.0
5946,254122,40307,99161,-69.3346395309359,-112.40901692433144,18.0
5947,254138,40295,99153,-80.26037939370259,-120.07089688186892,16.0
5948,254154,40297,99154,-77.9010853970374,-118.59289649207795,16.0
5949,254183,40305,99161,-70.00722572322825,-110.69876698069996,29.0
5951,254213,40321,99174,-53.18316752275909,-96.5153402055152,10.0
5954,254272,40304,99164,-67.30614388245245,-104.96662294525602,19.0
5955,254303,40303,99170,-67.33790970023469,-98.24692511083089,31.0
5956,254319,40309,99167,-60.75955740828512,-100.59186179746996,16.0
5957,254337,40311,99178,-59.42805025246959,-89.1405787973227,18.0
5959,254388,40305,99165,-67.44490463070196,-101.30789664199747,31.0
5961,254424,40291,99149,-79.53331746873694,-115.70569887994236,16.0
5962,254440,40360,99128,-9.65436501786606,-135.71573613440114,16.0
5963,254457,40292,99126,-76.20545666461248,-137.13062100960536,17.0
5964,254473,40289,99124,-78.247369005165,-138.59310505842345,16.0
5968,254562,40297,99118,-69.05892865825322,-141.01361030813572,29.0
5969,254581,40297,99121,-68.60645564538345,-137.64232996835725,19.0
5970,254597,40283,99108,-82.33002360464826,-150.02424320893843,16.0
5971,254623,40290,99106,-75.59405112621836,-151.09414368616268,26.0
5972,254634,40288,99080,-77.2538091622992,-176.0527878493851,11.0
5974,254675,40287,99096,-76.9642392869903,-158.19146542613737,21.0
5977,254734,40280,99081,-80.87235912466618,-170.62894751255536,19.0
5978,254768,40275,99078,-85.18108088614412,-173.19317774427788,34.0
5979,254772,40277,99091,-82.84147763744679,-159.30439503511985,4.0
5981,254811,40287,99078,-73.41849830566848,-170.18892729130047,19.0
5982,254851,40281,99083,-78.42024553567109,-164.18083982957972,40.0
5984,254874,40286,99095,-71.95655999937823,-150.4306567101023,3.0
5986,254929,40273,99079,-84.04727787114032,-164.4726470518218,35.0
5987,254930,40269,99088,-87.55562323861783,-154.6593728690773,1.0
5991,255013,40275,99100,-81.11216380480656,-138.93020995814007,23.0
5992,255044,40281,99078,-73.96372748296307,-160.4257451714284,31.0
5993,255060,40272,99088,-83.02316863570468,-149.56430350219486,16.0
5994,255076,40282,99093,-72.20956966015216,-143.89703656381442,16.0
5995,255103,40281,99068,-72.63188564098924,-167.86205135915216,27.0
5997,255144,40283,99097,-69.60959841283594,-137.28624654101034,21.0
5999,255181,40282,99101,-69.2571200947095,-132.6963701431259,17.0
6000,255197,40273,99093,-77.60911742254028,-139.9540454980383,16.0
6001,255213,40276,99108,-74.27921445562842,-123.97556137436248,16.0
6002,255240,40295,99110,-55.5133797754644,-120.77493407705168,27.0
6005,255296,40282,99098,-67.43544598960986,-131.1306682712473,16.0
6007,255332,40274,99096,-73.90106655277259,-131.75488164899417,16.0
6008,255363,40281,99097,-66.43729067451943,-129.96400941008056,31.0
6009,255386,40274,99074,-73.046166311133,-151.93287399561055,23.0
6010,255410,40268,99081,-79.25223633139426,-144.06643612951785,24.0
6013,255469,40251,99061,-95.94880832678616,-161.77639664646418,19.0
6014,255485,40252,99199,-94.115878904532,-23.602551167175733,16.0
6015,255501,40267,99060,-77.83136626433885,-161.62826643339253,16.0
6016,255517,40272,99060,-71.95011620470804,-160.9117061222148,16.0
6017,255543,40266,99067,-76.34814773907026,-152.99088032426357,26.0
6018,255566,40281,99063,-61.31897747878084,-156.17223708762845,23.0
6022,255642,40270,99084,-71.5922505275367,-132.18338931559043,16.0
6023,255658,40267,99073,-73.5017840509006,-142.4802890635245,16.0
6024,255674,40281,99070,-56.951422953563664,-145.19672223434554,16.0
6028,255764,40276,99075,-64.00554273183268,-136.91494122753167,30.0
6029,255781,40260,99085,-79.3008455886313,-126.1010066599211,17.0
6030,255797,40262,99081,-76.50029251924254,-129.19151179446808,16.0
6031,255813,40260,99085,-76.95136528507328,-124.77098690858308,16.0
6032,255839,40273,99095,-63.21710801928271,-114.21279030475132,26.0
6035,255895,40274,99087,-61.653319154523686,-119.90571724609092,16.0
6038,255966,40284,99088,-50.63826434817115,-116.89584253217622,31.0
6039,255987,40272,99086,-61.92980063348021,-118.14937725814676,21.0
6040,255992,40275,99102,-58.44830200941674,-101.55819525276084,5.0
6044,256088,40281,99100,-51.10333909149942,-101.64271557694038,36.0
6045,256103,40267,99062,-65.29225921101,-138.50467883495676,15.0
6046,256119,40273,99106,-58.76269837486375,-94.00286572538096,16.0
6047,256145,40283,99098,-47.75568241031009,-101.64075289653104,26.0
6048,256166,40263,99089,-67.31980565870148,-109.93896442310856,21.0
6051,256224,40264,99052,-65.91297829090945,-144.41846027408565,18.0
6052,256240,40269,99053,-60.42294643683693,-142.8813581518733,16.0
6053,256256,40261,99062,-68.36753822104852,-132.93353272840426,16.0
6054,256283,40269,99063,-59.38884645624348,-131.4897155136892,27.0
6057,256334,40264,99052,-63.16642238022855,-139.99458980053802,11.0
6059,256387,40276,99085,-50.41184531376817,-106.08840900383537,33.0
6060,256403,40258,99027,-67.47609791144207,-163.268069152887,16.0
6061,256419,40267,99084,-58.06967772142447,-105.59865138105944,16.0
6062,256442,40267,99071,-57.96328273558006,-117.73194721637113,23.0
6063,256464,40277,99081,-47.73783961699298,-107.12665376107287,22.0
6067,256540,40261,99084,-62.41329885310227,-101.9614212214434,16.0
6068,256556,40274,99074,-49.17155063369006,-111.41451581604996,16.0
6069,256592,40262,99085,-60.88959926751594,-99.90984915178524,36.0
6071,256623,40267,99097,-54.899575074574486,-87.09011389183982,11.0
6075,256699,40262,99092,-57.61039392724497,-90.03725674195438,16.0
6076,256715,40275,99079,-44.85207436811216,-102.38203788932928,16.0
6077,256731,40259,99086,-61.06366286978569,-94.67588137638728,16.0
6078,256762,40273,99075,-46.589554280338575,-105.08686741725695,31.0
6081,256825,40284,99093,-34.7165196233434,-85.76618154383877,23.0
6082,256841,40267,99092,-51.34583281893458,-86.42820497686438,16.0
6083,256857,40268,99088,-49.58942842613081,-90.01547949474792,16.0
6084,256873,40266,99089,-51.00875956305855,-88.69285251664911,16.0
6085,256897,40271,99072,-45.73625724550915,-104.99195151604812,24.0
6087,256943,40261,99098,-55.42275380940686,-77.9039119675143,26.0
6089,256979,40262,99094,-54.17510236521175,-80.90430187430258,16.0
6090,256995,40254,99085,-61.50042721934452,-89.53408810820254,16.0
6091,257026,40265,99078,-49.097189814618176,-95.88689116619584,31.0
6092,257032,40292,99069,-21.92665065556817,-104.2808791451581,6.0
6095,257096,40247,99062,-66.35580222813977,-109.58533481142686,24.0
6097,257148,40251,99063,-60.8294399949608,-107.5146153941466,32.0
6098,257164,40243,99033,-69.53748213872043,-136.13177751261765,16.0
6099,257181,40254,99058,-58.80092399269543,-110.30855061200396,17.0
6100,257206,40254,99055,-58.42769084386176,-112.88027549128708,25.0
6103,257271,40259,99075,-51.465771351969664,-91.84688878415852,25.0
6104,257287,40257,99074,-52.66168008882482,-91.92966290445948,16.0
6105,257303,40311,99073,1.5865176819103262,-92.22487708764176,16.0
6106,257319,40260,99081,-49.317703007595625,-83.70840506493205,16.0
6107,257341,40255,99097,-54.35740880179277,-67.46827903972425,22.0
6109,257388,40264,99073,-44.94170415900838,-90.87332907663117,27.0
6111,257426,40267,99076,-40.61896127200562,-86.64887382964515,18.0
6112,257444,40255,99091,-52.15129441902583,-71.32260861334518,18.0
6113,257461,40264,99106,-42.62162566943024,-56.07260784586448,17.0
6114,257480,40261,99103,-45.68759060551503,-58.68539620948573,19.0
6115,257504,40265,99090,-41.38607950507845,-71.3743172701325,24.0
6117,257553,40268,99103,-38.064318970839366,-57.45232100027224,29.0
6119,257589,40266,99112,-39.8203858977794,-47.943464686670936,16.0
6122,257641,40264,99126,-39.93562816641537,-33.46538291058607,12.0
6124,257676,40259,99088,-44.55790404749947,-70.92546233756991,15.0
6127,257748,40266,99113,-37.21775298252601,-44.94596224455896,32.0
6128,257764,40260,99122,-42.76509074862466,-35.322294563835854,16.0
6129,257780,40258,99106,-44.977972950539495,-50.57444938481548,16.0
6130,257795,40249,99107,-53.39524580029079,-49.45643340141443,15.0
6133,257857,40254,99102,-47.24730621544829,-54.00297174320512,22.0
6134,257879,40255,99106,-45.52832055996612,-49.7445142503831,22.0
6135,257896,40250,99100,-49.66316145551141,-55.80439722971882,17.0
6136,257932,40253,99099,-47.0854626747725,-55.92934810066461,36.0
6137,257937,40284,99093,-16.033326175648174,-61.52675743319247,5.0
6139,257983,40255,99104,-44.3825483978405,-49.92456382197395,26.0
6142,258040,40253,99086,-45.70012401821442,-66.95593680096708,17.0
6143,258056,40250,99090,-48.63696104784146,-62.31765018980185,16.0
6144,258075,40244,99088,-54.150645811079286,-64.02119332437096,19.0
6146,258112,40254,99097,-42.76366922842145,-54.59443088654906,17.0
6149,258188,40249,99093,-47.91073841823251,-57.01445922111702,36.0
6150,258204,40230,99083,-65.5592346077368,-67.11400039118793,16.0
6151,258220,40261,99092,-33.50480303221942,-58.10019136927578,16.0
6152,258245,40254,99090,-41.38868051140501,-59.36653139046324,25.0
6154,258291,40257,99087,-39.24945207426132,-61.2969367243821,26.0
6156,258327,40266,99104,-29.75476568214991,-43.7889408461132,16.0
6157,258343,40271,99099,-25.111188432854945,-47.98747783056557,16.0
6158,258359,40252,99119,-43.67364524027817,-28.00236608347642,16.0
6159,258375,40248,99128,-47.03869541657773,-19.02761475051721,16.0
6161,258421,40271,99131,-23.423844603952357,-15.299881754731585,26.0
6163,258469,40276,99156,-14.956672918988136,9.377900226992113,28.0
6164,258478,40270,99161,-20.424395270160066,14.236791692090645,9.0
6166,258524,40270,99170,-19.062266621630556,22.21222710578665,26.0
6167,258548,40274,99171,-14.842085058205168,22.959018921498803,24.0
6168,258570,40274,99178,-14.705737645732777,30.009791367242208,22.0
6169,258586,40268,99172,-20.651501657403493,24.43788722297394,16.0
6170,258605,40276,99184,-12.361617632888253,36.54501255405408,19.0
6171,258629,40268,99173,-20.275874121647963,25.00386130836021,24.0
6172,258645,40266,99189,-22.204651693538004,41.05523323139168,16.0
6173,258661,40261,99192,-27.587362292702924,43.69621783663791,16.0
6174,258677,40264,99178,-25.08994376552701,29.436377614681817,16.0
6175,258696,40274,99193,-15.067884956602,44.19531183054652,19.0
6177,258751,40282,99191,-6.410981337173531,41.79546726193551,35.0
6178,258767,40282,99186,-5.452617339251955,36.86903785651037,16.0
6181,258823,40263,99153,-21.14161404589493,3.997372955850953,16.0
6182,258842,40258,99142,-26.87353287033784,-6.977787315066022,19.0
6184,258893,40254,99135,-33.85948840049159,-13.311823946735036,31.0
6186,258929,40268,99121,-20.705984040986166,-25.87441180328592,16.0
6187,258945,40187,99132,-99.79351091451149,-14.780509551497945,16.0
6188,258961,40249,99136,-34.52702193986335,-11.403520554925718,16.0
6189,258984,40246,99126,-35.45501740332476,-21.263857515383258,23.0
6190,259002,40258,99144,-22.89665435513176,-3.226303176811605,18.0
6193,259065,40243,99123,-37.437818271756285,-23.582958350667347,23.0
6194,259081,40245,99126,-36.60057008001657,-19.419431889607743,16.0
6195,259097,40223,99108,-58.4176607558232,-37.06441202815867,16.0
6196,259128,40237,99112,-42.39348847560001,-33.382347226530726,31.0
6197,259133,40231,99118,-47.75162846296878,-27.204725450749088,5.0
6200,259200,40235,99094,-38.945601614494365,-50.26200102582901,27.0
6202,259237,40235,99105,-37.21224945164654,-38.79194695888284,17.0
6203,259272,40244,99119,-26.746950404982396,-23.99676797345676,35.0
6204,259276,40239,99129,-31.42310039467757,-13.811303439869278,4.0
6208,259362,40237,99099,-61.56084173367708,-55.40920694083616,26.0
6209,259379,40240,99103,-58.26803752500564,-51.15216090613103,17.0
6210,259410,40244,99090,-21.17693655492312,-51.278132319183854,31.0
6211,259426,40242,99089,-22.567000526098223,-51.80677841630427,16.0
6212,259443,40222,99097,-41.83784238082475,-43.36784549203291,17.0
6215,259509,40221,99092,-75.29307526972843,-60.3953711072536,26.0
6216,259517,40231,99101,-29.940291485390475,-37.60074718468309,8.0
6218,259572,40225,99086,-34.28208053304507,-52.14118778301324,35.0
6219,259575,40193,99087,-65.4076650218945,-50.959529996713016,3.0
6222,259649,40212,99070,-42.56766289142276,-64.39816161745172,34.0
6225,259707,40213,99054,-39.322262849573015,-78.66194837326643,18.0
6226,259724,40206,99050,-46.37705127441152,-82.03284528880015,17.0
6227,259749,40212,99055,-41.08550455175161,-77.10102965631275,25.0
6229,259782,40202,99051,-51.50887541194266,-80.73601241553288,13.0
6231,259828,40217,99052,-35.724455460759415,-79.02014447226932,26.0
6232,259850,40206,99056,-46.31621557960008,-74.36144091162541,22.0
6233,259867,40192,99040,-60.24180461706956,-89.64565938371942,17.0
6234,259872,40201,99038,-50.775032367064426,-91.11725933666963,5.0
6236,259934,40174,99033,-75.45504950874333,-95.54122032647209,42.0
6238,259970,40189,99041,-58.495933166773874,-86.63047048747626,16.0
6239,259986,40152,99033,-93.7113914314578,-94.62703107058408,16.0
6240,260002,40190,99010,-54.14096436257282,-117.0012877348954,16.0
6241,260018,40190,99008,-53.54512680945248,-118.07415088182736,16.0
6245,260110,40174,98996,-69.1007534435141,-126.99206339662489,32.0
