seq,timestamp_ms,red,ir,red_corrected,ir_corrected,Outlier_Column
6176,258716,40269,99190,-19.94049664069028,40.97975690874476,ir
6177,258751,40282,99191,-6.410981337173531,41.79546726193551,ir
6178,258767,40282,99186,-5.452617339251955,36.86903785651037,ir
6179,258787,40277,99196,-9.148112114516008,46.98390643868804,ir
6180,258807,40272,99178,-12.819351879553412,29.18969262370197,ir
6181,258823,40263,99153,-21.14161404589493,3.997372955850953,ir
6182,258842,40258,99142,-26.87353287033784,-6.977787315066022,ir
6183,258862,40250,99133,-35.796352299016974,-15.876618029260433,ir
6184,258893,40254,99135,-33.85948840049159,-13.311823946735036,ir
6185,258913,40259,99133,-30.33812867440779,-14.665941176926616,ir
6186,258929,40268,99121,-20.705984040986166,-25.87441180328592,ir
6187,258945,40187,99132,-99.79351091451149,-14.780509551497945,ir
6188,258961,40249,99136,-34.52702193986335,-11.403520554925718,ir
6189,258984,40246,99126,-35.45501740332476,-21.263857515383258,ir
6190,259002,40258,99144,-22.89665435513176,-3.226303176811605,ir
6191,259022,40251,99120,-29.45752726454098,-27.095812980477035,ir
6192,259042,40263,99111,-17.079717001189554,-35.92128260220647,ir
6193,259065,40243,99123,-37.437818271756285,-23.582958350667347,ir
6194,259081,40245,99126,-36.60057008001657,-19.419431889607743,ir
6195,259097,40223,99108,-58.4176607558232,-37.06441202815867,ir
6196,259128,40237,99112,-42.39348847560001,-33.382347226530726,ir
6197,259133,40231,99118,-47.75162846296878,-27.204725450749088,ir
6198,259153,40252,99098,-25.14103016055561,-46.83127958137084,ir
6199,259173,40236,99107,-39.45167031960084,-37.50430771532747,ir
6200,259200,40235,99094,-38.945601614494365,-50.26200102582901,ir
6201,259220,40246,99115,-27.25763167973911,-29.229187452497285,ir
6202,259237,40235,99105,-37.21224945164654,-38.79194695888284,ir
6203,259272,40244,99119,-26.7469504049824,-23.99676797345676,ir
6204,259276,40239,99129,-31.42310039467757,-13.811303439869278,ir
6205,259296,40300,99110,30.303190439913102,-32.769143391028166,ir
6206,259316,40243,99117,-25.685504989678005,-25.763116576357888,ir
6207,259336,40239,99110,-28.655611752130287,-32.72304232967663,ir
6208,259362,40237,99099,-61.56084173367708,-55.40920694083616,ir
6209,259379,40240,99103,-58.26803752500564,-51.15216090613103,ir
6210,259410,40244,99090,-21.17693655492312,-51.278132319183854,ir
6211,259426,40242,99089,-22.567000526098223,-51.80677841630427,ir
6212,259443,40222,99097,-41.83784238082475,-43.36784549203291,ir
6213,259463,40230,99097,-67.00143963003211,-55.94358335116704,ir
6214,259483,40231,99104,-65.67143243188184,-48.6988654344168,ir
6215,259509,40221,99092,-75.29307526972843,-60.3953711072536,ir
6216,259517,40231,99101,-29.940291485390475,-37.60074718468309,ir
6217,259537,40232,99113,-29.299217951177774,-24.957576630209832,ir
6218,259572,40225,99086,-34.28208053304507,-52.14118778301324,ir
6219,259575,40193,99087,-65.4076650218945,-50.959529996713016,ir
6220,259595,40238,99079,-19.624304616875463,-57.70456513998434,ir
6221,259615,40240,99074,-16.852363763732733,-61.42640753135037,ir
6222,259649,40212,99070,-42.56766289142276,-64.39816161745172,ir
6223,259669,40229,99065,-23.92453417174164,-68.79370013582889,ir
6224,259689,40214,99058,-37.88621969803253,-75.41996739479524,ir
6225,259707,40213,99054,-39.322262849573015,-78.66194837326643,ir
6226,259724,40206,99050,-46.37705127441152,-82.03284528880015,ir
6227,259749,40212,99055,-41.08550455175161,-77.10102965631275,ir
6228,259769,40212,99046,-41.612890790282144,-86.06596526902302,ir
6229,259782,40202,99051,-51.50887541194266,-80.73601241553288,ir
6230,259802,40215,99062,-38.479801817771374,-69.43807655669293,ir
6231,259828,40217,99052,-35.724455460759415,-79.02014447226932,ir
6232,259850,40206,99056,-46.31621557960008,-74.36144091162541,ir
6233,259867,40192,99040,-60.24180461706956,-89.64565938371942,ir
6234,259872,40201,99038,-50.775032367064426,-91.11725933666963,ir
6235,259892,40205,99041,-45.84308188826092,-87.78302228290313,ir
6236,259934,40174,99033,-75.45504950874333,-95.54122032647209,ir
6237,259954,40201,99042,-47.676095792603085,-86.17133626220692,ir
6238,259970,40189,99041,-58.495933166773874,-86.63047048747626,ir
6239,259986,40152,99033,-93.7113914314578,-94.62703107058408,ir
6240,260002,40190,99010,-54.14096436257282,-117.0012877348954,ir
6241,260018,40190,99008,-53.54512680945248,-118.07415088182736,ir
6242,260038,40168,99018,-74.99593794858788,-107.26693043525243,ir
6243,260058,40179,98995,-63.50597922926702,-129.36659435931273,ir
6244,260078,40187,98985,-55.05866473986016,-138.4198795422885,ir
6245,260110,40174,98996,-69.1007534435141,-126.99206339662489,ir
6246,260126,40187,98995,-56.57598288961489,-127.28775032611966,ir
6247,260142,40198,98998,-45.30791018884109,-123.74934744730967,ir
6248,260160,40177,99006,-65.59139269494858,-115.3219941965986,ir
6249,260173,40185,99002,-58.289938386535134,-118.57856068431514,ir
6250,260193,40155,99013,-88.19219270576981,-107.0387091466074,ir
6251,260213,40182,99022,-60.97542984531364,-97.58511784284036,ir
6252,260233,40183,99020,-59.76613345743368,-99.12433421757326,ir
6253,260264,40180,99009,-63.87507479637624,-109.35016879632184,ir
6254,260280,40175,99002,-69.43264134086476,-115.94539108564992,ir
6255,260311,40183,99006,-62.11058694767996,-111.50207910859628,ir
6256,260327,40176,98959,-69.47334328205655,-158.02850086964145,ir
6257,260349,40174,99004,-71.20362978378148,-112.8679109120763,ir
6258,260370,40181,99016,-64.96514780251769,-99.98336335068824,ir
6259,260390,40174,98998,-72.74556019705744,-116.95104320967232,ir
6260,260415,40175,98993,-72.65748483304748,-121.34636044881792,ir
6261,260435,40181,99001,-67.29663133117008,-112.82973031646544,ir
6262,260451,40182,99004,-66.39565861439308,-109.55964811641464,ir
6263,260467,40160,99097,-88.28614418489843,-16.918312413885367,ir
6264,260489,40182,98999,-65.86588567294325,-115.23768359540968,ir
6265,260505,40175,99029,-72.24226333510417,-85.23874915099582,ir
6266,260525,40197,99030,-49.63210237665622,-84.2391910434772,ir
6267,260547,40190,99040,-57.17203671189125,-73.91092555119434,ir
6268,260567,40191,99049,-57.14400208261331,-64.43912125061614,ir
6269,260583,40204,99050,-45.50264853576591,-62.95726774976872,ir
6270,260601,40200,99058,-50.62487189369376,-55.05593024519197,ir
6271,260622,40207,99050,-44.95782840879225,-63.109946267546704,ir
6272,260655,40183,99065,-70.41329323675814,-47.48302528861103,ir
6280,260811,40199,99060,-56.558660015386,-52.37847502243477,ir
6281,260831,40189,99081,-67.25462972315756,-31.256435178102976,ir
6282,260851,40210,99111,-47.057628611444514,-1.2854305640432813,ir
6273,260669,40187,99057,-82.0502646034438,-64.82042343755893,ir
6274,260689,40187,99053,-65.98473726045,-58.364829353001056,ir
6275,260709,40176,99063,-76.52153719404401,-48.0724477463979,ir
6276,260726,40187,99057,-65.11565312797126,-53.751528047827975,ir
6277,260745,40185,99042,-66.70179848223148,-68.35721294775672,ir
6278,260764,40174,99030,-77.23501310972011,-79.90486942317753,ir
6279,260781,40173,99065,-77.7655616640705,-44.62978761621585,ir
6280,260811,40199,99060,-52.47517299548274,-49.411837118872256,ir
6281,260831,40189,99081,-63.19156013834902,-28.30463046405842,ir
6282,260851,40210,99111,-43.01487437455928,1.6516151264293055,ir
6283,260875,40201,99123,-50.80481853645111,13.447333635725592,ir
6284,260891,40209,99153,-42.401865897397,43.45955067334734,ir
6285,260907,40188,99148,-63.36258012634633,38.18052534885622,ir
6286,260923,40214,99155,-37.63150371583306,44.98541421390652,ir
6287,260953,40221,99160,-31.04989328006359,49.92297881434952,ir
6288,260969,40230,99158,-22.19056484207793,47.79996692357945,ir
6289,260989,40277,99157,24.472891327666368,46.59861657365409,ir
6290,261009,40222,99162,-30.588322383914416,51.373188497258894,ir
6291,261027,40222,99185,-29.78086051666847,74.04731959857496,ir
6292,261043,40213,99171,-38.326428190532994,59.81911060059961,ir
6293,261062,40236,99175,-15.24914274161238,63.4252379862426,ir
6294,261078,40219,99190,-32.146481985270995,78.49766271329518,ir
6295,261107,40226,99195,-25.44128951579576,82.81877274390295,ir
6296,261120,40232,99201,-18.93521786311825,87.96457618959312,ir
6297,261140,40240,99204,-10.118829979568275,89.77177401852202,ir
6298,261162,40242,99216,-8.12686015365785,101.1825006871203,ir
6299,261193,40236,99213,-14.912927042414555,98.65222530771722,ir
6300,261210,40227,99191,-23.83736913799181,76.99933245538232,ir
6301,261232,40221,99199,-28.0724501741986,84.88379840405942,ir
6302,261240,40224,99193,-24.209028050801443,78.67862447152817,ir
6303,261260,40218,99199,-28.264203613529297,84.70692163643159,ir
6304,261280,40216,99163,-28.310468738626017,48.91707318534043,ir
6305,261313,40211,99136,-30.50639457787537,20.339113324122494,ir
6306,261329,40213,99145,-28.622129569053435,29.42467194569165,ir
6307,261345,40206,99133,-35.947755257393865,17.6383198042915,ir
6308,261361,40214,99129,-27.17405406237602,13.4811257060215,ir
6309,261380,40203,99127,-37.62459937219431,11.113001140070793,ir
6310,261400,40197,99099,-43.83572545377348,-16.430180986315513,ir
6311,261424,40206,99140,-34.49529858719562,24.8814916083063,ir
6312,261444,40199,99108,-40.84032665588795,-6.712300781080637,ir
6313,261464,40213,99116,-26.25686159497421,1.6534684136859834,ir
6314,261484,40203,99118,-35.413947148751525,3.598666953292545,ir
6315,261500,40201,99118,-36.990593692251394,3.7883111271137775,ir
6316,261521,40188,99097,-49.03047223025161,-16.83729440452204,ir
6317,261541,40168,99098,-68.32209058159798,-15.741842383031813,ir
6318,261572,40195,99083,-41.04325719933777,-30.29154952067373,ir
6319,261592,40185,99091,-50.819034504178994,-21.88757020515187,ir
6320,261612,40189,99083,-46.61661344961267,-29.444436890897794,ir
6321,261632,40175,99080,-59.850072412786034,-32.84566520535856,ir
6322,261648,40183,99082,-51.89747773349631,-30.03763972373181,ir
6323,261665,40180,99079,-54.58431416179946,-33.16842557566482,ir
6324,261681,40184,99096,-49.41159582021173,-16.79798635069356,ir
6325,261709,40184,99089,-49.51838229272767,-23.22669440089045,ir
6326,261729,40187,99071,-46.625274321857496,-40.58026329134759,ir
6327,261749,40184,99076,-49.59385924340099,-34.917352226859045,ir
6328,261769,40182,99076,-51.42920361902362,-34.212829645980655,ir
6329,261785,40189,99081,-44.30782466501215,-29.17243326229304,ir
6330,261801,40191,99078,-41.64196931972789,-32.89285172245519,ir
6331,261828,40177,99080,-55.22476915837204,-30.74850036429892,ir
6332,261848,40177,99092,-54.67288166837402,-18.40703542001559,ir
6333,261860,40174,99086,-57.394821499096174,-24.15480034623324,ir
6334,261880,40187,99078,-44.982174500643225,-31.955590101590893,ir
6335,261900,40189,99074,-43.58114449214594,-35.73747446607966,ir
6336,261933,40177,99076,-55.40447687357212,-32.61978990923129,ir
6337,261949,40181,99122,-51.4410135514924,13.561871443908483,ir
6338,261965,40182,99074,-49.84272847961909,-34.702923457575,ir
6339,261988,40188,99089,-41.72764943343847,-20.75263308118983,ir
6340,261999,40186,99102,-43.57131959173405,-7.665204768120827,ir
6341,262019,40189,99116,-41.00234895308566,6.584563680798084,ir
6342,262039,40205,99114,-25.51488721205324,4.844216703614572,ir
6343,262058,40202,99139,-28.31321040947693,29.62972064818344,ir
6344,262078,40210,99156,-19.193830941767832,45.83554462783164,ir
6345,262109,40203,99166,-26.817823674589672,56.08308436231327,ir
6346,262125,40204,99173,-25.69025484162246,63.727667373980566,ir
6347,262147,40212,99172,-17.430177683118412,62.1444050531985,ir
6348,262167,40203,99184,-26.12599949348832,73.38097240072199,ir
6349,262187,40210,99187,-18.85794077789811,75.60410052543898,ir
6350,262211,40206,99182,-23.23243407248908,70.33124941587182,ir
6351,262227,40204,99191,-24.96132546847853,78.24153248538995,ir
6352,262243,40220,99210,-8.956226419690456,96.75476926242403,ir
6353,262259,40215,99208,-13.944948377030652,94.41862352363476,ir
6354,262285,40220,99182,-8.425413825113395,68.75701627358244,ir
6355,262305,40210,99190,-18.035426959098,76.80841432151708,ir
6356,262320,40215,99184,-12.67277635839276,70.53382780007705,ir
6357,262340,40208,99175,-19.1484199076695,61.0076583665192,ir
6358,262360,40221,99197,-5.690017915998844,82.37274825133903,ir
6359,262393,40221,99191,-5.865670931841226,76.33068215135,ir
6360,262409,40211,99159,-15.528653323894408,43.84131080224344,ir
6361,262425,40214,99196,-12.598969294651912,80.5059110573721,ir
6362,262456,40215,99199,-11.271256830418752,83.13499645164421,ir
6363,262476,40214,99204,-11.864884985684412,87.71677592345043,ir
6364,262496,40216,99207,-9.46929450776472,90.2854941057994,ir
6365,262517,40215,99194,-11.141676558597734,77.11365141838237,ir
6366,262533,40208,99205,-19.25799637088213,87.5309428320752,ir
6367,262549,40183,99215,-45.79056456005544,97.18965972143734,ir
6368,262565,40221,99208,-8.765445276376408,89.95112880448103,ir
6369,262581,40218,99205,-12.137414841537892,86.81702294134072,ir
6370,262612,40224,99192,-4.508294104425644,73.68996070478262,ir
6371,262632,40216,99205,-11.27658480219262,86.41908225987746,ir
6377,262749,40219,99202,-9.021689911443174,82.50609815539936,ir
6378,262769,40210,99210,-17.74794652147809,90.39916953951196,ir
6379,262789,40218,99206,-9.515045612841613,86.31423523271692,ir
6372,262658,40209,99191,-18.65877146186777,70.13845246419059,ir
6373,262678,40223,99205,-4.557616021937617,83.76996921095979,ir
6374,262694,40217,99203,-10.426966359208206,81.41332837399368,ir
6375,262710,40188,99165,-39.151969944798665,43.24847074120753,ir
6376,262726,40211,99185,-15.99334851245895,62.984437396575046,ir
6377,262749,40219,99202,-7.770273065097355,79.92865741849671,ir
6378,262769,40210,99210,-16.502786759359672,87.83461600629687,ir
6379,262789,40218,99206,-8.276111649533384,83.76250446716327,ir
6380,262811,40220,99194,-4.997188450316791,71.16060902836175,ir
6381,262832,40210,99202,-13.113404898527968,78.01365490816713,ir
6382,262849,40231,99193,7.821501237127119,68.6990721506904,ir
6383,262867,40213,99200,-11.414117302605284,75.45268116052266,ir
6384,262890,40219,99192,-5.854979319667063,67.19990055050683,ir
6385,262910,40224,99205,-1.1300223593240697,79.87471547209056,ir
6386,262937,40217,99192,-7.613680389942921,66.63965211112115,ir
6387,262957,40210,99196,-13.93591901800609,70.37750175506432,ir
6388,262974,40200,99191,-23.617554313417752,65.12457208700641,ir
6389,262992,40204,99158,-19.71901094161864,31.93321439744737,ir
6390,263009,40206,99198,-18.11605769962366,71.53871605409029,ir
6391,263027,40212,99189,-12.979309046689725,62.35965838487376,ir
6392,263044,40212,99189,-12.751568551264134,62.139623480973405,ir
6393,263064,40199,99194,-25.271723599982288,66.89195360225257,ir
6394,263084,40200,99181,-23.797912717187213,53.71070243571917,ir
6395,263104,40213,99187,-10.390105732536238,59.500537887807255,ir
6396,263125,40194,99201,-28.28371595775182,73.12983031783878,ir
6397,263143,40211,99172,-11.0155070418293,43.88259094834529,ir
6398,263161,40201,99173,-20.56340705821744,44.896301539216005,ir
6399,263182,40207,99180,-14.86529098933385,51.5572527147574,ir
6400,263202,40219,99170,-3.6077925645648,41.72330449057121,ir
6401,263227,40202,99162,-20.76598708927372,33.668040542361595,ir
6402,263247,40194,99163,-28.54897083095627,34.46746867743805,ir
6403,263267,40197,99170,-25.348074806262755,41.232493508177896,ir
6404,263286,40195,99155,-26.74219967662224,26.15219141883106,ir
6405,263303,40195,99162,-26.238586017879147,32.85678384405911,ir
6406,263321,40187,99147,-33.3132733444246,17.63193965868176,ir
6407,263346,40192,99170,-28.048696027273,40.62913673217612,ir
6408,263378,40201,99157,-19.48227525346996,27.79973202852261,ir
6409,263398,40204,99171,-16.82001772317062,41.80351132582278,ir
6410,263418,40193,99150,-28.10359217291094,20.91306885446668,ir
6411,263434,40195,99155,-25.19302937583732,25.715715912696105,ir
6412,263451,40080,99165,-138.18962288141793,35.03904899095856,ir
6413,263469,40188,99162,-29.55037514304804,31.89397750570602,ir
6414,263490,40197,99152,-20.56007516861197,21.71853125303182,ir
6415,263510,40197,99152,-20.63170435108573,21.51354350109544,ir
6416,263520,40187,99148,-30.524828105089327,17.492871118265718,ir
6417,263540,40202,99156,-15.636195428403711,25.72049964851351,ir
6418,263560,40188,99174,-29.67838857337326,43.85851475068387,ir
6419,263594,40189,99155,-28.02119102807212,25.240057823066763,ir
6420,263620,40186,99168,-30.44600540143313,37.3893789868313,ir
6421,263624,40178,99160,-38.167449663066265,29.24495616419187,ir
6422,263644,40182,99135,-34.00376038522785,4.165767360791959,ir
6423,263673,40192,99158,-23.847978462194945,27.19977974463817,ir
6424,263693,40201,99154,-14.715115411298235,23.239459118706066,ir
6425,263713,40186,99141,-29.508062731112204,10.34446005341746,ir
6426,263734,40186,99136,-29.64530483585004,5.5829902293546425,ir
6427,263752,40186,99140,-29.92004320827007,9.663831975614272,ir
6428,263770,40188,99149,-27.47487055466744,17.944789195298615,ir
6429,263782,40188,99134,-27.19082477559377,2.825010911708976,ir
6430,263802,40185,99122,-29.975543101559097,-9.041216347246383,ir
6431,263840,40179,99132,-35.713555080036215,1.5719030664717373,ir
6432,263860,40183,99130,-31.46189703739958,0.0615336107995059,ir
6433,263878,40172,99118,-42.06010007858826,-11.63967754371646,ir
6434,263895,40172,99091,-42.1027206872204,-38.046602204291375,ir
6435,263914,40152,99143,-61.92546072463601,13.797324632320231,ir
6436,263932,40175,99117,-38.035307460497854,-12.701943114508792,ir
6437,263942,40167,99122,-45.54151496283127,-7.729954229066189,ir
6438,263962,40177,99131,-35.13357830411972,1.3027173442366935,ir
6439,263982,40182,99106,-29.751961194186865,-23.53984640325692,ir
6440,264002,40187,99129,-24.396532035275715,-0.4982692949577227,ir
6441,264028,40177,99123,-33.592053150243856,-6.342505545977454,ir
6442,264045,40173,99119,-37.838216443337565,-9.938698526100035,ir
6443,264062,40163,99122,-46.94503379871914,-7.109638567795361,ir
6444,264095,40172,99125,-37.56608544546661,-4.172184524896602,ir
6445,264111,40176,99154,-33.344503539232704,24.726752756640792,ir
6446,264131,40180,99136,-29.06010794651465,6.679817268205449,ir
6447,264151,40179,99118,-29.771903888708824,-11.27721457227672,ir
6448,264168,40175,99141,-33.94558748969813,11.864090011305926,ir
6449,264184,40173,99159,-36.061199803722666,30.0263403781854,ir
6450,264215,40187,99140,-21.29519340545575,10.833610959695733,ir
6451,264231,40178,99117,-30.224036282911644,-12.036860928987023,ir
6452,264252,40174,99131,-34.176469647257626,2.110407083541391,ir
6453,264272,40172,99128,-36.10142597657361,-0.7254940398992318,ir
6454,264285,40177,99137,-30.90398178083064,8.326081027632494,ir
6455,264305,40281,99159,73.16085583596406,30.13333935542396,ir
6456,264325,40184,99150,-23.28791744138546,20.986082681638912,ir
6457,264343,40184,99147,-23.16725935631422,17.876094851433706,ir
6458,264362,40183,99152,-23.70689339897689,22.80314513840937,ir
6459,264386,40180,99166,-26.66271183266344,36.965795713215975,ir
6460,264406,40159,99164,-47.201154682265965,34.62040385575278,ir
6461,264426,40182,99156,-23.85624404628092,26.31561258129049,ir
6462,264446,40176,99178,-29.48239669212005,47.90121888690678,ir
6463,264472,40175,99155,-30.758093394605183,24.811488312425546,ir
6464,264490,40184,99165,-21.74339808097216,35.16688770324477,ir
6465,264506,40178,99160,-27.638759928295627,30.33695238228577,ir
6466,264522,40188,99149,-17.277671955188673,19.086372998730337,ir
6467,264542,40188,99149,-17.073018145607385,19.29649293946122,ir
6468,264570,40185,99152,-20.094605344803465,22.265923594765308,ir
6469,264592,40179,99128,-25.775839002126904,-1.8814166419037583,ir
6470,264612,40178,99142,-26.43687356671681,11.90138578774721,ir
6471,264621,40172,99159,-32.13630818138336,28.77984562367738,ir
6472,264641,40178,99144,-25.811777312079425,13.768630498560016,ir
6473,264672,40170,99143,-32.91948381130654,12.917009271252384,ir
6474,264688,40175,99142,-27.91678620570189,11.99549760303496,ir
6475,264713,40182,99152,-21.001256979419864,21.841195923565905,ir
6476,264733,40173,99156,-29.97115135300119,25.671588549936963,ir
6482,264843,40170,99158,-32.76397273056577,27.835739116943785,ir
6483,264863,40186,99170,-16.686965276859446,39.48388665080154,ir
6484,264883,40179,99162,-23.575826790811146,31.17275718081583,ir
6477,264755,40184,99148,-18.11326221939274,17.740434722295234,ir
6478,264775,40175,99156,-26.88728670185996,25.66724465626312,ir
6479,264792,40175,99154,-26.662441061913373,23.604420540553026,ir
6480,264807,40176,99167,-25.44371965016948,36.4769105454222,ir
6481,264823,40184,99170,-17.266091845480364,39.33503810025714,ir
6482,264843,40170,99158,-31.106459650939403,27.06734710264112,ir
6483,264863,40186,99170,-15.037739762630116,38.71933659657395,ir
6484,264883,40179,99162,-21.93484740415605,30.412029876854653,ir
6485,264908,40173,99161,-27.79216870334761,29.48146578808212,ir
6486,264924,40169,99181,-31.279057970708585,49.29211330488105,ir
6487,264955,40179,99179,-20.45797030227352,46.95923041124182,ir
6488,264971,40187,99195,-12.193768496320716,62.71079882637317,ir
6489,264980,40177,99178,-22.19662635737873,45.65059571366187,ir
6490,265000,40169,99167,-30.575304404374663,34.847228500732626,ir
6491,265022,40168,99153,-31.762773032065468,20.90444949079898,ir
6492,265042,40179,99177,-20.80983343069143,44.68012084689437,ir
6493,265062,40190,99176,-9.91284914972491,43.46163798830538,ir
6494,265097,40186,99197,-12.337196857704493,63.89216282368486,ir
6495,265113,40188,99173,-10.239682026308705,39.81206754459369,ir
6496,265129,40181,99180,-16.75323365344944,46.63326024789361,ir
6497,265143,40179,99183,-18.732840323620778,49.44698595349762,ir
6498,265163,40181,99179,-16.91226325501486,45.28988291455973,ir
6499,265183,40165,99174,-33.01256677524277,40.158647634173455,ir
6500,265217,40172,99148,-26.59973505988385,14.132873280328775,ir
6501,265233,40178,99164,-20.265341662143907,29.89278105978609,ir
6502,265249,40165,99158,-32.18641232686927,23.65315380699431,ir
6503,265265,40161,99152,-35.3661384416649,17.447906351505935,ir
6504,265285,40167,99155,-29.344593233424693,21.063814486759,ir
6505,265312,40166,99156,-30.74710051539133,21.82076497046768,ir
6506,265339,40164,99150,-32.694891312460435,15.810885634755342,ir
6507,265352,40159,99152,-37.53046926118082,17.876691733241778,ir
6508,265372,40173,99156,-23.54075567238721,22.08519561214144,ir
6509,265395,40156,99124,-39.630130194261405,-10.179408116067144,ir
6510,265411,40157,99129,-37.96035781219494,-5.5397848709315785,ir
6511,265429,40140,99122,-54.83865886320008,-12.249784382163536,ir
6512,265455,40155,99114,-39.90601635644878,-19.81022609976605,ir
6513,265475,40149,99123,-45.82305354555189,-10.5142132937453,ir
6514,265495,40156,99129,-38.776676348049,-4.248740390903125,ir
6515,265515,40147,99116,-47.09379418125927,-17.408745459193717,ir
6516,265531,40151,99112,-42.06912957916245,-21.70922430328493,ir
6517,265547,40140,99099,-52.54461696194721,-34.469924849706345,ir
6518,265563,40156,99113,-37.11295321169553,-19.67027836766036,ir
6519,265587,40150,99090,-42.66124000761798,-42.4519209144482,ir
6520,265607,40161,99110,-31.17475831843684,-22.59482538609221,ir
6521,265642,40144,99101,-47.98493155946802,-31.43666402531785,ir
6522,265662,40148,99103,-43.90344263975372,-29.138503185625915,ir
6523,265670,40147,99111,-44.68231719211396,-20.940000922252715,ir
6524,265690,40160,99104,-30.772786343051084,-27.92316698113253,ir
6525,265706,40161,99112,-29.807353613695263,-19.517635799215046,ir
6526,265722,40155,99101,-35.57053405359738,-30.096226593551528,ir
6527,265753,40152,99092,-38.33820153017419,-38.82353248169032,ir
6528,265773,40142,99101,-48.04377815801709,-29.6211846190084,ir
6529,265790,40143,99105,-46.763991738205696,-25.50944285268345,ir
6530,265810,40141,99090,-48.50121143927808,-40.42883116302186,ir
6531,265827,40132,99101,-56.10807730625704,-29.64521097753356,ir
6532,265843,40136,99085,-51.981008553990456,-45.28785981737757,ir
6533,265874,40136,99081,-52.176412241438015,-48.81566525733755,ir
6534,265888,40126,99087,-61.66979658713762,-42.589799295333535,ir
6535,265908,40127,99077,-60.16381682458287,-52.344341966987024,ir
6536,265939,40139,99088,-48.20289374832883,-41.045165652332685,ir
6537,265959,40134,99088,-53.30954537268194,-40.70057651040901,ir
6538,265979,40140,99084,-47.37941136339077,-44.3580578326592,ir
6539,265995,40129,99067,-57.713202148862464,-60.92382803757695,ir
6540,266011,40120,99074,-66.19312354017664,-53.73203510382847,ir
6541,266027,40129,99082,-56.21460535946946,-45.57781303005523,ir
6542,266054,40117,99082,-69.34257309028723,-45.59964242995992,ir
6543,266074,40137,99078,-50.329535450867525,-49.53005881614544,ir
6544,266096,40127,99099,-61.30192096845575,-27.57780739337118,ir
6545,266116,40132,99091,-57.12783358450811,-34.12977273769907,ir
6546,266133,40128,99105,-62.726048135247,-21.31041759054205,ir
6547,266149,40139,99098,-52.00652486600514,-29.38165939926161,ir
6548,266165,40142,99074,-47.98123593617334,-52.43868960558859,ir
6549,266185,40131,99061,-59.11593636207901,-63.39698001821492,ir
6550,266204,40140,99063,-50.81108015866778,-61.249335955072574,ir
6551,266224,40126,99070,-65.5938017382334,-54.67116640737054,ir
6552,266244,40131,99093,-61.40337078603699,-32.20964006018056,ir
6553,266266,40146,99096,-49.87766401820243,-28.780519058685176,ir
6554,266285,40159,99111,-38.78187018399729,-12.579085979123484,ir
6555,266306,40146,99099,-49.96939959911758,-23.3917977419703,ir
6556,266325,40151,99113,-44.00514927257913,-11.146060485661302,ir
6557,266346,40154,99119,-42.36275374042896,-5.474016681931634,ir
6558,266366,40173,99131,-25.056941680803828,6.591624442821784,ir
6559,266386,40174,99147,-25.756754597682605,22.577177923745445,ir
6560,266417,40178,99164,-17.519271916361205,38.82114227438878,ir
6561,266435,40179,99195,-17.760571784545736,69.34338866339239,ir
6562,266452,40179,99192,-22.40397315517692,65.72325076108642,ir
6563,266469,40185,99206,-15.077711688502356,77.50363236133458,ir
6564,266498,40214,99199,25.23633384234862,68.30295197385585,ir
6565,266503,40195,99236,7.843532077826595,104.53329740482988,ir
6566,266523,40201,99252,12.094593406070056,119.17837352815624,ir
6567,266550,40204,99245,16.16357663564835,110.83219328596708,ir
6568,266570,40221,99292,34.06592771822983,156.47715711962925,ir
6569,266589,40229,99325,43.46320540907641,186.5738961587621,ir
6570,266610,40230,99325,47.535991010420034,184.2321404489533,ir
6571,266635,40244,99362,59.50769305910377,221.3177930306959,ir
6572,266656,40248,99374,62.36108452734244,231.3898664060008,ir
6573,266676,40257,99400,70.44610059905924,254.9330537827764,ir
6574,266684,40255,99439,67.63304937037209,292.03104384148526,ir
6575,266704,40297,99440,107.71279607852776,290.50759212259146,ir
6627,267758,40537,100123,278.97421123866354,827.5567032167727,red_corrected
6640,268006,40550,100062,275.05717062266245,716.7270615824386,red_corrected
6646,268128,40563,100246,267.5642326814338,881.142538806539,red_corrected
6647,268156,40590,100317,296.8781588570133,946.1909031861594,red_corrected
6648,268179,40607,100327,314.2735229889992,950.6330660109963,red_corrected
6649,268199,40596,100312,302.61465092309106,930.3979943330976,red_corrected
6650,268219,40600,100256,305.9437991888254,869.4663480858825,red_corrected
6651,268241,40584,100238,293.49543837178896,845.5987820709591,red_corrected
6652,268257,40593,100246,303.31465216782226,848.2375105655191,red_corrected
6653,268273,40583,100286,292.2841699645945,881.6413457500073,red_corrected
6654,268293,40597,100314,315.6835275535116,903.6750846506924,red_corrected
6655,268320,40606,100343,333.45745845870795,933.6286089835938,red_corrected
6656,268341,40620,100346,349.4473450091533,932.4090702385632,red_corrected
6657,268361,40673,100373,402.4672116610029,953.3873295768876,red_corrected
6658,268379,40599,100367,326.59964120890464,943.580529894877,red_corrected
6659,268399,40718,100385,441.64367432237424,959.2551365990116,red_corrected
6660,268416,40626,100405,344.21193156774586,978.4701784587288,red_corrected
6661,268426,40636,100397,352.8991207132956,966.3467013707076,red_corrected
6662,268446,40642,100415,359.34779553650606,979.93434395627,red_corrected
6663,268478,40639,100416,350.82365956590513,973.300001920811,red_corrected
